source_batch,term,glossary_id,mark,mark_type,symbol,owner,confidence,field,note
PENDINGDEF,Digital potentiometer,bde1d09e-ddb3-4f53-b985-aabaf68d7dca,SPI,standard_or_patent_attribution,(cite),Originated by Motorola (now NXP Semiconductors),verified,definition,Serial interface named in the definition.
PENDINGDEF,Ethernet controller,28c01d3e-3055-4fc2-8e89-8fde005cc778,SPI,standard_or_patent_attribution,(cite),Originated by Motorola (now NXP Semiconductors),verified,definition,De facto serial-peripheral interface named in the definition.
NOISELAW,Sound Levels and Laser Ordinance,db927d4f-d4ad-5cc3-8af5-3d7382fb020a,Swiss Sound and Laser Ordinance (V-NISSG),standard_or_patent_attribution,(cite),Swiss Confederation (Federal Council),unverified,definition,Federal audience sound/laser protection.
NOISELAW,"LAeq,1h",331a3686-fd65-506c-a91c-3706ee2aa69d,"Swiss Sound Levels and Laser Ordinance (SLO/SLV, CC 814.49, 28 Feb 2007)",standard_or_patent_attribution,(cite),Swiss Confederation (Federal Council),verified,"definition; also in LAeq,60min, Momentary value, Amplified-sound event, Electroacoustically amplified sound","Official English title is 'Sound Levels and Laser Ordinance (SLO)'; glossary uses 'Sound and Laser Ordinance' (naming variance is a factual, not copyright, point)."
NOISELAW,Immission,9758e54e-ea71-52e3-a17b-792efa727248,TA Laerm under the Federal Immission Control Act (BImSchG),standard_or_patent_attribution,(cite),Federal Republic of Germany,verified,definition (recurs in Noise immission limit),German administrative instruction and statute; instrument citation.
NOISELAW,TA Larm,30d9f0ee-6066-5d86-ba86-09899a018e68,TA Larm (Technische Anleitung zum Schutz gegen Larm),standard_or_patent_attribution,(cite),German Federal Government (BMU),verified,definition,Administrative regulation under BImSchG.
SOUNDVIZ,Asteroseismic scaling relation,c5166d1c-4b6c-533f-acac-ab71f7f5d9ee,TESS,standard_or_patent_attribution,(cite),NASA (MIT-led),verified,practical_application (mission named),Transiting Exoplanet Survey Satellite; mission-name attribution.
SOUNDVIZ,Echelle diagram,6615c94a-6256-5a97-b429-05de6d673d37,TESS,standard_or_patent_attribution,(cite),NASA (MIT-led),verified,practical_application (mission named),Transiting Exoplanet Survey Satellite; mission-name attribution.
NOISELAW,Narrowband analysis for tonality,fa879816-ab0b-54f8-80c8-bd5d84e118b1,Tone-to-noise ratio / Prominence ratio (ANSI S1.13; ECMA-74),standard_or_patent_attribution,(cite),American National Standards Institute (ANSI) / ECMA International,verified,definition (product/machinery tonal metrics),Distinct engineering-acoustics methods; cite ANSI S1.13 and ECMA-74 where these ratios are invoked.
NOISELAW,FHWA traffic noise,12831efd-85af-52ea-a6d4-2f0ca15aec5f,Traffic Noise Model (TNM),standard_or_patent_attribution,(cite),U.S. Federal Highway Administration,verified,"practical_application, related_terms",FHWA noise prediction model.
NOISELAW,Event LAeq,5fe8ab0d-62f8-53d7-9e3d-dac7cc2a669d,UK HSE event/entertainment noise guidance (e.g. HSG195 The Event Safety Guide),standard_or_patent_attribution,(cite),UK Health and Safety Executive (HSE),verified,"definition; also in FOH reference position, Loudest audience position, Audience warning notice, Audience exposure limit","HSE-copyrighted guidance (107 dB Event LAeq, 140 dB(C) peak, 96 dB warning trigger)."
PENDINGDEF,Distributor delivery package,06707f71-2f3a-4397-8563-8d0bb7483617,UPC (Universal Product Code),standard_or_patent_attribution,(cite),GS1,verified,definition,Barcode/product-identifier standard administered by GS1.
NOISELAW,Traceable calibration,21a9399c-6581-5a60-a086-e940cf0820d4,VIM (JCGM 200),standard_or_patent_attribution,(cite),JCGM / BIPM,verified,definition (metrological traceability),International Vocabulary of Metrology.
NOISELAW,Lden,56adcb8a-7459-5949-ae7d-93358126bf36,WHO Environmental Noise Guidelines for the European Region,standard_or_patent_attribution,(cite),World Health Organization (WHO),verified,related_terms,WHO-copyrighted guidance publication.
NOISELAW,Annoyance dose-response,ee81b88b-676b-545b-9b51-d15511bc6938,WHO Environmental Noise Guidelines for the European Region (2018),standard_or_patent_attribution,(cite),World Health Organization (WHO Regional Office for Europe),verified,"definition and formula; recurs in Highly annoyed percentage, Highly sleep disturbed, Soundscape assessment",WHO-copyrighted guidance; cite. Fitted-curve coefficients are factual data points.
NOISELAW,Guideline value,ae1dbc9c-9c08-5d4e-b96e-164250f25f8f,WHO Environmental Noise Guidelines for the European Region (2018),standard_or_patent_attribution,(cite),World Health Organization (WHO),verified,definition (also referenced in Noise pollution related_terms),WHO guidance document; copyright / attribution for cited guideline levels.
NOISELAW,"Sound-level measurement, management and documentation (SLMMD)",4d844f96-cad2-5705-91b8-946e1d574832,WHO Global Standard for Safe Listening Venues and Events (2022),standard_or_patent_attribution,(cite),World Health Organization (WHO),verified,"definition; also in Hearing protection availability, Chill-out zone, Make Listening Safe","WHO-copyrighted standard (100 dB LAeq,15min; six features)."
NOISELAW,Lnight,f170ff22-5758-5b0e-9494-7fc89ac82c0b,WHO Night Noise Guidelines for Europe,standard_or_patent_attribution,(cite),World Health Organization (WHO),verified,definition,"WHO-copyrighted guidance (40 dB rec., 55 dB interim target)."
NOISELAW,Guideline value,ae1dbc9c-9c08-5d4e-b96e-164250f25f8f,WHO Night Noise Guidelines for Europe (2009),standard_or_patent_attribution,(cite),World Health Organization (WHO),verified,definition,WHO guidance document; copyright / attribution for cited guideline levels.
NOISELAW,Sleep disturbance criterion,9aba3926-43c9-5f48-9320-cbbf2db06267,WHO Night Noise Guidelines for Europe (2009),standard_or_patent_attribution,(cite),World Health Organization (WHO Regional Office for Europe),verified,"definition (Lnight 40 dB guideline, 55 dB interim target); recurs in Night penalty",WHO-copyrighted guidance document; the 40/55 dB values are facts but the guideline must be attributed and not quoted as a binding legal limit.
NOISELAW,Recreational noise exposure,7d3779a1-58f6-5dfa-b78b-fbd69423bf40,WHO-ITU safe listening standard (ITU-T H.870),standard_or_patent_attribution,(cite),International Telecommunication Union (ITU) with WHO,verified,definition; related_terms; also in Make Listening Safe,Personal-audio safe-listening standard (80 dB(A)/40 h ref.).
PENDINGDEF,ERA (Accusonus),98c2db8d-87e6-4902-b62c-7dc0fe20ef40,Accusonus ERA,trademark,™,"Accusonus (acquired by Meta Platforms, Inc. in 2022; ERA products discontinued)",verified,definition,Audio-repair plug-in bundle named in the definition (headword).
SOUNDVIZ,Beamforming map,57bd1b5b-4408-5e85-abe3-acc177dfc703,Acoustic Camera,trademark,™,gfai tech GmbH,verified,'acoustic camera' as device-class term in text (also other G16 terms),"gfai tech product name/mark, used generically. Owner web-verified via gfaitech.com."
SOUNDVIZ,Microphone array,244b29e1-62c6-52fc-bffe-675212b60a17,Acoustic Camera,trademark,™,gfai tech GmbH (Gesellschaft zur Förderung angewandter Informatik),verified,'acoustic camera' as device-class term in related_terms/text (also appears in other G15 terms),"'Acoustic Camera' is gfai tech's product name/mark (first commercial system, 2001). Used generically/lowercase here for the device class (multiple vendors). Owner web-verified via gfaitech.com; formal registration not confirmed."
SOUNDVIZ,Pass-by acoustic camera measurement,fb33c3a0-3297-58c1-8bcd-08bd98bcc214,Acoustic Camera,trademark,™,gfai tech GmbH,verified,'acoustic camera' in term/definition and multiple G21 terms,"'Acoustic Camera' is gfai tech's product name/mark; used generically for the device class (gfai, Sorama, CAE, Norsonic, Fluke all make such systems). Owner web-verified via gfaitech.com."
SOUNDVIZ,Sound-intensity video,f6229a38-f35b-5114-bb70-5e621295d471,Acoustic Camera,trademark,™,gfai tech GmbH,verified,'acoustic camera' as device-class term in text (also other G20 terms),"gfai tech product name/mark, used generically. Owner web-verified via gfaitech.com."
SOUNDVIZ,B-format visualizer,e3e75e0c-beab-56f3-a9f5-f86bc7b73475,Ambisonics / B-format,trademark,™,Historically Nimbus Communications / NRDC (UK); now used generically,unverified,definition/common_mistakes,"'Ambisonics' was a UK trademark decades ago; now a generic technology term. B-format, FuMa, ambiX are format/normalization conventions, not marks."
PENDINGDEF,Portable clock generator,11aa5be0-fc2d-4cf3-852b-1a7d0275016e,Antelope Audio,trademark,™,Antelope Audio,verified,sources,Clock generator documentation.
PENDINGDEF,Audio Bend,638bab40-e303-4ec7-b11e-a3ba00de67c4,Audio Bend,trademark,™,"PreSonus Audio Electronics, Inc. (Fender)",verified,Audio Bend and Bend-marker term definitions,Branded Studio One audio-warping feature
PENDINGDEF,Auphonic,9abd83a6-b660-4500-89df-e893ebcfa761,Auphonic,trademark,™,"Auphonic (Auphonic Ludwig & Holzmann OG, Austria)",verified,definition,Automated post-production service named in the definition (headword).
PENDINGDEF,Operational transconductance amplifier,7bea54aa-a952-49b6-b4df-7f13ba78e341,CA3080,trademark,(cite),Originated by RCA (line later held by Intersil/Renesas; long discontinued),verified,definition,Classic OTA part number named in the definition.
PENDINGDEF,Automatic Microphone Mixing,a3df46b0-d3b6-4a65-887f-0c43f801680c,Dan Dugan (automatic mic mixing),trademark,™,"Dan Dugan Sound Design, Inc.",verified,sources,Automixer inventor/company.
PENDINGDEF,Compact Disc mastering,91f33fef-6dad-43f6-b9e8-b882c71a3481,DDP,trademark,™,"Doug Carson & Associates, Inc. (DCA)",verified,definition,Disc Description Protocol master format named in the definition.
PENDINGDEF,Decca Tree balance,8564d779-178f-469f-90c0-5ea2905f987a,Decca Tree,trademark,™,Named after Decca Records (Universal Music Group),unverified,microphone-array technique name in definition,'Decca Tree' is now a generic industry term for the three-mic array; derives from Decca Records (a UMG brand). No active trademark on 'Decca Tree' confirmed — attribution note only.
PENDINGDEF,Bass extraction,01aac910-dd0a-463e-a093-315e7214fbca,Demucs,trademark,(cite),"Meta Platforms, Inc. (Facebook AI Research)",verified,definition,Source-separation model named in the definition.
PENDINGDEF,Drum extraction,2e88d94f-30da-49db-a70c-c2260e2783d9,Demucs,trademark,(cite),"Meta Platforms, Inc. (Facebook AI Research)",verified,definition,Source-separation model named in the definition.
PENDINGDEF,Vocal extraction,caedf131-d438-435e-a055-3dc1bc761f0f,Demucs / MDX-Net,trademark,(cite),"Demucs: Meta Platforms, Inc.; MDX-Net: open-source (Kuielab)",verified,definition,Source-separation models named in the definition.
SOUNDVIZ,DGS method,70598722-6c11-55b0-ab01-60204f362dcf,DGS / AVG diagram method,trademark,(cite),Originated by Krautkramer (now Baker Hughes / Waygate Technologies),unverified,"definition (""DGS (distance-gain-size) method, known in German as AVG"")","DGS/AVG sizing method originated with Krautkramer; now a generic industry technique, single trademark owner unconfirmed."
PENDINGDEF,Deep Noise Suppression,5ad597d4-e17a-40c1-8339-b5012802ee3a,DNS Challenge,trademark,(cite),Microsoft Corporation,verified,definition,The INTERSPEECH/ICASSP Deep Noise Suppression Challenge named in the definition.
PENDINGDEF,Export All Tracks as Audio Files,498ea9d2-f2d9-43d4-876b-e794b64014b9,Drummer,trademark,™,Apple Inc.,verified,Export All Tracks as Audio Files definition,Branded Logic Pro feature (Drummer track)
PENDINGDEF,Beam-Steering Column Array,4b3d58c8-d7ef-46ae-9476-c92c226ba626,Duran Audio,trademark,™,Duran Audio (Harman International),verified,sources,Steerable column array documentation.
PENDINGDEF,Eurorack audio level,927eb827-3c8b-437f-8eda-ea24369fe5f8,Eurorack,trademark,™,Doepfer Musikelektronik GmbH,verified,definition,"Format named in defs of terms 13, 14, 15, 19, 33."
PENDINGDEF,AC-coupled audio interface,eb601c5a-766d-4c53-a52f-8f35202eeef1,Expert Sleepers,trademark,™,Expert Sleepers Ltd,verified,sources,Silent Way / ES-3 documentation.
PENDINGDEF,Capture Recording,34482d64-a81c-4481-aa75-861e40debec7,Flashback Capture,trademark,™,Apple Inc.,verified,Capture Recording definition,Branded Logic Pro capture feature name
SOUNDVIZ,Speech-in-noise test,50736b51-e2bd-59d5-a2b3-7a66f96e9a63,hearing-in-noise test,trademark,™,"House Ear Institute (developer); commercialized by Health Metrics, Inc.",verified,practical_application (test named),"HINT developed at House Ear Institute (Nilsson, Soli, Sullivan 1994)."
SOUNDVIZ,Hearing-in-noise test,7be13d8c-8ff4-5ad1-8ef9-e56a8490d837,Hearing-in-noise test (HINT),trademark,™,"House Ear Institute (developer); commercialized by Health Metrics, Inc.",verified,term/definition (headword is a product mark),HINT developed at House Ear Institute; distributed commercially.
PENDINGDEF,Control-voltage scaling,8da5894a-8e5e-4e17-b582-e5aa5371962c,Kenton,trademark,™,Kenton Electronics,verified,sources,MIDI-to-CV documentation.
SOUNDVIZ,Hop size,e1c761ff-2180-57e5-aa7c-cdb80183f660,librosa,trademark,™,"librosa development team (open-source, ISC license)",verified,practical_application,Name of an open-source Python audio-analysis library; not a registered mark.
PENDINGDEF,Operational transconductance amplifier,7bea54aa-a952-49b6-b4df-7f13ba78e341,LM13700,trademark,(cite),Originated by National Semiconductor (now Texas Instruments),verified,definition,Classic dual-OTA part number named in the definition.
NOISELAW,Make Listening Safe,81fe5214-56f8-587d-a1d1-a0a53483ce6f,Make Listening Safe,trademark,™,World Health Organization (WHO),unverified,term/headword and definition,"Name of a WHO initiative/campaign; WHO branding. Not confirmed as a registered mark, so unverified; attribute to WHO."
SOUNDVIZ,Real-ear measurement,eaa310fe-ff45-56b4-ad68-4af0184a60ac,NAL (NAL-NL2),trademark,(cite),National Acoustic Laboratories (Australia),verified,"practical_application (""targets such as NAL"")",NAL / NAL-NL2 prescriptive procedure developed and owned by National Acoustic Laboratories.
SOUNDVIZ,Real-ear insertion gain,3d82cbe7-44ae-549e-bed7-262d7159b82f,NAL / DSL,trademark,(cite),National Acoustic Laboratories (NAL); Western University / NCA (DSL),verified,"scenario_contexts (""Matching a fitting to NAL or DSL targets"")",Prescriptive-target brands; attribute NAL to National Acoustic Laboratories and DSL to Western University.
PENDINGDEF,Audio op amp,716b1bf6-32ff-4794-bf3d-0b7052204f9f,NE5532,trademark,(cite),"Originated by Signetics (now part of NXP Semiconductors); type now second-sourced by Texas Instruments, onsemi and others",verified,definition,Industry generic dual audio op-amp part number appearing in the definition.
PENDINGDEF,Dual op amp,6e6838a2-5a8f-4ac0-bc31-3cd50cc87151,NE5532,trademark,(cite),"Originated by Signetics (now NXP); second-sourced by Texas Instruments, onsemi and others",verified,definition,Industry-standard dual audio op-amp part number cited in the definition.
PENDINGDEF,Neural amp modeling (NAM),469b0109-4a51-41bd-a1a4-aee6e2862206,Neural Amp Modeler,trademark,™,Steven Atkinson (open-source project),verified,named as the open-source implementation in definition,Refers to the specific NAM software as the implementation of the general technique.
PENDINGDEF,Neural Amp Modeler,174423fa-8bdb-4b77-8e2f-bd647e6944a7,Neural Amp Modeler (NAM),trademark,™,"Steven Atkinson (open-source project, MIT-licensed)",verified,product/software name in definition,Open-source neural amp-modeling software and model format created by Steven Atkinson; name stated in the definition itself.
PENDINGDEF,Quad Cortex,0b9c3c88-ae93-4a7b-8b30-49934e2ae52c,Neural Capture,trademark,™,Neural DSP Technologies Oy,verified,definition,Capture technology named in the definition.
PENDINGDEF,Bass extraction,01aac910-dd0a-463e-a093-315e7214fbca,Open-Unmix,trademark,(cite),Open-source project (Stöter et al.; sigsep/Inria),verified,definition,Reference source-separation implementation named in the definition.
PENDINGDEF,Drum extraction,2e88d94f-30da-49db-a70c-c2260e2783d9,Open-Unmix,trademark,(cite),Open-source project (Stöter et al.; sigsep/Inria),verified,definition,Source-separation implementation named in the definition.
PENDINGDEF,Vocal extraction,caedf131-d438-435e-a055-3dc1bc761f0f,Open-Unmix,trademark,(cite),Open-source project (Stöter et al.),verified,definition,Source-separation implementation named in the definition.
SOUNDVIZ,F0 contour,ce90ab0b-a47a-5e06-8655-412ba5078447,Praat,trademark,™,"Paul Boersma & David Weenink, University of Amsterdam",verified,practical_application,Free phonetics software; distinctive software name.
SOUNDVIZ,Formant display,71d15695-b4e3-586a-a3dd-c88665e5f7dc,Praat,trademark,™,"Paul Boersma & David Weenink, University of Amsterdam",verified,practical_application,Free phonetics software; distinctive software name.
SOUNDVIZ,Harmonic-to-noise visualization,7f6d246c-ce99-5a55-973d-9c61fd1d9e02,Praat,trademark,™,"Paul Boersma & David Weenink, University of Amsterdam",verified,practical_application,Free phonetics software; distinctive software name.
SOUNDVIZ,Jitter plot,ff83a2ed-ac5e-59ae-ab7c-5e33aa0e9b17,Praat,trademark,™,"Paul Boersma & David Weenink, University of Amsterdam",verified,practical_application,Free phonetics software; distinctive software name.
SOUNDVIZ,Narrowband spectrogram,ab64a7a6-82e6-5be2-b7b1-9fef2ba1769c,Praat,trademark,™,"Paul Boersma & David Weenink, University of Amsterdam",verified,practical_application,"Free phonetics software; distinctive software name, not registered."
SOUNDVIZ,Sonogram,138db721-a4f1-5a78-9c2d-4d1696c8b225,Praat,trademark,™,"Paul Boersma & David Weenink, University of Amsterdam",verified,practical_application,Software name.
SOUNDVIZ,Speech spectrogram,90127bbf-42bd-58c0-8e19-b055b1f1dce4,Praat,trademark,™,"Paul Boersma & David Weenink, University of Amsterdam",verified,practical_application,Free phonetics software; distinctive software name.
SOUNDVIZ,QCM-D,51c5b77f-6a76-54b0-aba8-e734eb9d9000,QCM-D,trademark,™,Biolin Scientific AB (Q-Sense / QSense brand),verified,definition/term (headword acronym),QCM-D commercialized as the Q-Sense/QSense line by Biolin Scientific; the QCM-D acronym is now used broadly in the literature but the instrument mark is Biolin's.
PENDINGDEF,Take folder (Logic),97f44e13-6948-4d67-bb84-fa492d4f4eed,Quick Swipe Comping,trademark,™,Apple Inc.,verified,Take folder (Logic) definition,Branded Logic Pro comping feature
PENDINGDEF,RNNoise,92d132e6-6372-405c-9045-b8d5cb7d6087,RNNoise,trademark,(cite),Open-source; Jean-Marc Valin / Xiph.Org Foundation (BSD license),verified,definition,Noise-suppression algorithm named in the definition (headword).
PENDINGDEF,NVIDIA Broadcast,4b961009-0e7d-4dbd-9124-190047c4fb02,RTX Voice,trademark,™,NVIDIA Corporation,verified,definition,Predecessor utility named in the definition.
PENDINGDEF,RTX Voice,6391dae2-e2d9-4dea-bd1f-107ee428e1ea,RTX Voice,trademark,™,NVIDIA Corporation,verified,definition,Plug-in named in the definition (headword).
PENDINGDEF,Bass extraction,01aac910-dd0a-463e-a093-315e7214fbca,Spleeter,trademark,™,Deezer S.A.,verified,definition,Open-source source-separation tool named in the definition.
PENDINGDEF,Drum extraction,2e88d94f-30da-49db-a70c-c2260e2783d9,Spleeter,trademark,™,Deezer S.A.,verified,definition,Source-separation tool named in the definition.
PENDINGDEF,Vocal extraction,caedf131-d438-435e-a055-3dc1bc761f0f,Spleeter,trademark,™,Deezer S.A.,verified,definition,Source-separation tool named in the definition.
PENDINGDEF,Vactrol,e15a3218-2cc4-4e0d-a27e-2a3ed0a35d3b,Vactrol,trademark,™,"Vactec, Inc. (original trade name; later Excelitas/PerkinElmer) — now used generically",verified,Vactrol definition,"Originally a trade name, now genericized (noted in the definition)"
PENDINGDEF,VariAudio,dd77db98-3720-455c-93aa-ec4c311016b7,VariAudio,trademark,™,Steinberg Media Technologies GmbH (Yamaha),verified,VariAudio and related term definitions,Branded Cubase/Nuendo pitch-editing feature
PENDINGDEF,Neural Amp Modeler,174423fa-8bdb-4b77-8e2f-bd647e6944a7,WaveNet,trademark,™,Google DeepMind (DeepMind Technologies Ltd.),verified,neural-network architecture named in definition,WaveNet is a generative raw-audio architecture from DeepMind; used here as an architecture descriptor.
