id,term,primary_topic,difficulty,empty_fields,existing_definition
2ba9240a-2cd2-4ba5-b867-9e2ad8a0f423,Remote asset management,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f4217ffb-21af-4240-aa3d-731f0388173a,Remote audio interface,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
398ee634-e1c2-4b24-aff7-afacc99ec979,Remote equipment cart,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
b5cd48c1-1e7b-4894-a5fc-3a7542b47337,Revision request log,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4099033d-a6cf-43a2-af1a-46a5a28de670,Safety take request,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0a100895-1a25-45b5-b285-ee1926b0397e,Secure session transfer,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
727ca5a4-d9bc-4e9c-ae2d-26f64475fe73,Session download,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c3dd53be-02cc-484e-a95f-295d858ed297,Session lockout,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2ab6df39-1c44-4565-8de5-8af2ea666cb8,Session merge,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1af6d8f2-e8f1-4f26-b557-21a3021a29e6,Technical approval session,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
7a90b013-3f49-4b48-836d-6cf9664dff86,Temporary control room,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0348eb09-204f-4470-8f71-382bdb269c6f,Touring recording system,"Session Workflow, Takes & Documentation",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
5af15700-19ce-47fd-8ba4-80ffafb15b99,Age matching,SFX Editorial & Sound Design,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
46e3c0c9-2f63-4705-9ada-c83e60740272,Braam,SFX Editorial & Sound Design,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
bd68b7e8-9d5a-4eb7-a490-d25ca8028d3e,Downer effect,SFX Editorial & Sound Design,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
284d8827-1adf-4c82-b114-1c11c31767f4,Emotional performance,SFX Editorial & Sound Design,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
5f144024-9020-446d-a810-29960e244cf8,Finger tap,SFX Editorial & Sound Design,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
55c449a5-d563-4c67-b3d6-fad7bb2d4490,Button,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
cea9b806-570b-4f33-84d1-fd5f3f8fd1a4,Clear the cue,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a3d1d069-3670-4171-b7ee-ac99929a0c32,Clear to patch,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
aef33f27-6774-4915-b243-b54adf5c8718,Clear to power,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6634089e-d2b0-43f0-917b-8b0fc3cfd2f7,Clear to power up,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
90b7cf7c-2f81-44b0-9e0b-316179f83103,Clear to test,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ea23dbf6-c31f-44b0-8a44-313e9273d539,Clear to unmute,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
3d125330-0ead-4f3f-b065-7f2b1b3148c6,Coming down,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
8d0cf8a8-ca1c-43cb-956c-7dcc0354d652,Coming through,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c8dbee32-e78b-456e-9cb8-087d3f76e497,Overnight hold,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
514ab632-ad65-43d4-b862-32fb2bf32bb6,Post-show hold,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
be86fdc4-0d23-433c-8cc0-b5329a9c9657,Shout line,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
45ca3318-496e-4545-9652-6dd68679a3b7,Show call,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c0c02b98-6c26-4d34-aeb1-203a8a82c7ee,Watch your feet,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
3e746b3e-a395-4cd9-aef6-b85f684ccaca,Weight is off,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d0a14866-198c-4c92-a7d6-43f555497547,You have it,"Show Control, Cueing & Communications",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
752f91f9-9b90-4732-8be9-cafc38935cbb,Accessory Movement,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
40f9fcb0-a4c9-4768-94c6-a390de6b0656,Armor Movement,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f7514a0f-cf5a-463e-9595-086efc09fdc3,Body Drag,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
08be5a1a-bf94-4c41-820a-76ca615ec30d,Body Drop,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
484faad5-9fdd-4133-8c7b-9d14dc0f2d88,Body Roll,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c47740cb-604c-4bff-bafd-dc57a32f60dc,Body Shift,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ef5e2274-e606-40c5-98c4-aaa1b3f820a8,Body Slide,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f05ad5e5-d457-4963-ae75-2a1a29e4cb9e,Boot Creak,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0b211d9c-1d27-4871-9b72-8d1e949dece0,Boot Footstep,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
308bbbff-811a-4e80-85dc-d685a11963ed,Bubble windscreen,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d4027cf8-6a1d-4459-adb6-5fbcc435c084,Cadence Matching,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1a502116-88db-42d8-a905-677a2a4220ff,Character Matching,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
9a853778-64f0-49f1-8254-a5f56ebc4db7,Character Pass,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ee45b53a-4e63-4081-8252-f2086615c2e0,Cloth Pass,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1fd62fea-d752-4e3d-9b82-bda7d4945031,Cloth Settle,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f61fa647-793b-41d7-897e-eacdc3636d4c,Cloth Tension,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d80a7347-8218-4830-bff0-34c735904670,Clothing Movement,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0940c0a4-14e1-467b-a900-09e4fe103a57,Coat Movement,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0afbf0e8-4935-47f6-809d-9b96f65248a2,Contact Detail,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
bad1812e-be0f-46b5-ba31-295b1d4eb1c9,Controlled Effects Recording,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e9c739de-85ec-43bd-b09b-0e36c862ec00,Costume Movement,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f62e70d3-a9fc-4510-9283-94e15bc6b681,Cut Effect,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
151135e3-6533-4ea1-8c33-ee0df9ef3f47,Cut-to-Cut Matching,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
00d076f4-b6e5-4a7c-bb09-444fdadbfeb5,Effect Head Extension,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
5adb7f59-88b9-4dd5-909a-6d7e39a436f2,Effect Sync Point,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4a7cf575-0d2d-47a2-a46f-0abd9794e0a6,Effect Tail Extension,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
adfcd7cd-e408-4591-8e14-4c599bc04977,Effects Continuity,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c505eed0-55b8-49d2-8b90-d02d9f3e3a68,Elbow Contact,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d2a7f4cf-a555-4bd2-8326-1bac7f1a64dc,Fabric Flap,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6d519d6d-2b39-4662-b732-7b6761a42ee0,Fabric Friction,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f83af796-1cb3-47a1-8504-63f54bab7c37,Fabric Snap,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0af17b9a-4481-4dd2-b477-8d8a456406b9,Fabric Swish,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
b132b707-052f-4fe1-991b-e59d4503633d,Feet Pass,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
5e1d98dc-aad2-460e-a448-4361fe2e31af,Foot Drag,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
fd2d57de-267d-4fa4-93c8-70a488a7ae63,Foot Roll,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
8c84f459-6fbc-49b0-951c-e65565c61b55,Foot Scuff,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6b21ef78-f1d2-4921-a252-679091393ce3,Foot Shuffle,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
46170948-1c2e-4141-91e7-39037b373fd1,Footstep Body,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
41b89ff4-0f12-4188-856b-f336eaabb50f,Footstep Tail,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
41fe2b23-3c0b-4f31-989b-0bc08fcfb4d8,Footstep Transient,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
409e0ef0-12b7-4577-a7f2-dc35734ba3a8,Footwear Break-In,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
7c75417d-5d49-4d08-8adc-28ccb0e43c76,Footwear Match,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a9b0695c-acf1-48ff-9949-df21c4edf13e,Found Prop,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
bf63c5e9-6320-4e06-be04-ed8f30a29f26,Gait Matching,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
da1609c3-a761-4f41-8a53-cbb909095c9a,Garment Rustle,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1449af56-373f-49a9-967b-38453340e698,Gear Movement,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
416122c8-31bb-41c0-9ea0-662c9b9f56c4,Grip Sound,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
8b59c317-8733-4472-aa14-d32157c9710f,Hand Plant,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6bf0cb52-ed4e-4ac6-864d-7d017ddd6881,Hand Prop,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
82e86473-ec76-4dc8-be7d-4c3fc6cbc608,Handling Detail,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1e08886e-a5a1-43ae-afc9-c87277a9a074,Hard-Sole Footstep,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
b5ea167c-8819-41c2-9a66-744a2374b3dd,Heel Click,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
b1310325-a890-4a1a-a19f-b20853747740,Heel-Toe Articulation,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2e4aebfd-9988-4d91-83f0-4009c647c2be,Hero Prop,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
eb28a26e-3b4b-425e-9231-6c070dfa898c,High-Heel Footstep,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
08fdbed5-3ae4-43ad-9fcb-7f3aeeb733fd,Knee Contact,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1590d193-2ead-461e-a86e-f9708dc3bc73,Leather Movement,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
b27ab85f-2655-4405-850c-8349d80ea8eb,Leather-Sole Footstep,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
80613518-51ab-49f1-aa00-6a64ead63c38,Limp Performance,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c35fa63d-4400-451b-ab23-defa1357eecc,Material Character,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
89978941-b9be-4960-ae9c-e9f30cbb6176,Material Substitution,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
9f37aa5a-391c-4025-ad53-fc3cdb3fc84b,Moves Pass,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d3f815bf-2ba3-4b30-8e7f-c727f57f31e5,Moves Track,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
63977e41-809b-44d3-9a65-53d44a0cc2b9,Music pass,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
02cbf28b-0ccf-4f48-8224-bc4a5d8a5eea,Object Weight Illusion,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
b536a1b0-1fc6-4f1c-b26d-6c0f701f1b34,Palm Contact,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
bc891edf-059b-49a5-a5cd-d3643f180006,Performance Anticipation,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e040e932-107b-4f9d-89e6-8928612e7005,Performance Follow-Through,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
9b51692d-ef53-466e-ad6e-e5b7333ffce5,Performance Matching,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2ee9f92c-6e43-4863-bedf-93a17e32b788,Pickup mix,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
032673e6-da5b-4d20-aa55-5e0973a6b009,Pickup Take,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
686cc038-33b8-45f7-a334-e7c75fb7c870,Pivot Step,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
aeb6cc87-d025-40ff-a928-44e8cf7a485b,Plant Step,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
05896660-ecec-466a-8b7e-70842d0aadd0,Production Effect,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
28f4960e-e422-427e-8f88-7461cc1c6fec,Projection playback,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
71fe3833-6972-44c6-82ef-e874cc004581,Prop Combination,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
b30d566e-7551-44ae-8687-bf1a49d0c325,Prop Creak,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
fcd6b834-46c9-49b3-9289-cd69d1dfad8a,Prop Drop,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
5e760f5d-5217-462b-a2a7-2a10d98515a1,Prop Handling,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
9553d142-7a3b-40ae-ae65-44b0b149cf95,Prop Mechanism,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
da531f45-5307-4af7-af0e-fbf8d080f596,Prop Modification,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
93468c5e-4958-4291-b6b8-7944e42fbf6e,Prop Pickup,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
8278bdca-1973-4159-8571-08fa6d04bf02,Prop Rattle,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2507fa87-70d8-4146-be83-59ba5ae2cb2f,Prop Resonance,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6c2016ad-0031-420e-8222-0da1de09b52b,Prop Roll,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f02992d0-629d-42d9-924d-5bc4d7125ec4,Prop Scrape,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d3d52cc1-353c-4070-b253-21c9fad5b58e,Prop Set-Down,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c0a214bb-2a4d-4466-bd02-65fe9cde631a,Prop Slide,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
10fe58f7-2f91-47b9-8ac2-6f152814bd8c,Prop Squeak,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6d25f18d-c1b0-448a-8e24-ca5c34641bb0,Prop Substitution,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ab72e0d5-b73a-4463-a670-840174d89fed,Props Pass,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4458b541-b1bc-4787-a635-e11ad088115e,Punch pass,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
fa4985f7-1ac4-4793-ac07-894ca2ea1c6d,Release Sound,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
36d76b2d-de31-4ac8-a730-4b91f1d2fe0a,Rubber-Sole Footstep,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4a55eb4f-20a7-415f-89bd-844c99f9129f,Run-Out,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c1b18e82-52e0-4766-ac22-8907731ec943,Run-Up,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e102d833-ee86-4fa7-abbe-68bac9125914,Sandal Footstep,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
92918194-0d97-4f7d-91ad-b8b8c8ccbf60,Scene Pass,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
faaa3c43-75db-4e6a-b083-2b8876c29208,Seat Movement,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
bf48f81b-7be7-45b5-936e-de9083dbc8a4,Shoe Modification,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1cbe9d9c-13ab-4273-b710-a8fcf4e3b33b,Shoe Prop,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f89de706-dc24-452b-8886-7a56f3ac66a0,Shoe Squeak,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c8856124-3d13-4dd0-aa38-57479080e515,Skin Contact,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ec147dc8-85ae-49ba-b83f-3c23a344c939,Sleeve Movement,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
72d8d9e0-cb32-4700-8d23-e54c3f98fc3e,Slipper Footstep,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
77e7a206-8990-44d2-9aab-b3304119d330,Sneak Step,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
fb260d42-4e58-408f-b909-1fe919838ffd,Sock Footstep,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
11b4b922-7340-48f6-bc21-94f8111692ce,Soft-Sole Footstep,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
