term,subject,landing_topic,status,source_batch
Passive monitoring,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Phonetic analysis,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Pin microphone,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Pitch analysis,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Pocket recorder,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
RF detector,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
RF leakage,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
RF link,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
RF spectrum analyzer,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
RF transmitter,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Recording authentication,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Recording continuity,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Relay station,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Remote audio monitoring,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Remote listening device,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Remote monitoring,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Remote receiver,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Room monitoring,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Signal detector,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Signals intelligence (SIGINT),Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Solid-state recorder,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Sound source localization,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Speaker recognition,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Spectral comparison,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Speech extraction,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Speech intelligence,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Spread spectrum,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
TSCM,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Tamper detection,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Target isolation,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Target voice enhancement,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Technical surveillance,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Technical surveillance counter-measures (TSCM),Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Through-wall microphone,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Time synchronization,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Time-stamped recording,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
UHF transmitter,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
VHF transmitter,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Voice collection,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Voice enhancement,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Voice interception,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Voice isolation,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Voice signature,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Voice-activated recorder (VOX),Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Voiceprint,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Waveform comparison,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Wearable recorder,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Wi-Fi audio transmission,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Wind filtering,Surveillance & Forensic Audio,"Surveillance, Forensic & Covert Audio",NEW,Batch 4
Acoustic crossover between array elements,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Acoustic cutoff,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Acoustic damping,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Acoustic impedance transformation,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Acoustic mass loading,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Acoustic-center offset,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Air nonlinearity,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Air-leak noise,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Air-noise-limited output,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Alpha ratio,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Amplitude modulation distortion,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Array coherence,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Back electromotive force,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Balanced armature,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Band-pass enclosures,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Beam narrowing,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Bending-wave driver,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Bending-wave radiator,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Blocked impedance,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Break-in effect,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Broadside arrays,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Cardioid subwoofer arrays,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Ceiling bounce,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Circumferential mode,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Coaxial loudspeakers,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Coherent wavefront,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Compression drivers,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Compression nonlinearity,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Cone displacement,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Cone motion,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Constant-directivity horns,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Constrained-layer damping,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Crossover interference,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Cylindrical spreading assumptions,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
DC resistance,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Damage limit,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Diaphragm breakup,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Distributed-mode behavior,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Doppler modulation,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Driver spacing,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Dynamic compression,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Dynamic driver,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Dynamic parameter measurement,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
EBP,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Early-reflections curve,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Edge diffraction,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Effective source size,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Electrical branch,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Electrical damping,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Electrical quality factor,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Electro-mechano-acoustic equivalent circuit,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Electroacoustic driver,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Electromagnetic force,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Electronic beamforming,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
End-fire arrays,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Excursion limits,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Exit aperture,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Extended bass shelf,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Fast thermal time constant,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Fb,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Fc,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Flexural radiator,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Floor bounce,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Force-factor asymmetry,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Force-factor modulation,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Gradient arrays,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Gradient subwoofer array,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Grating lobes,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Group delay in loudspeaker systems,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Horizontal off-axis response,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Horn directivity,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Hysteresis distortion,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Hysteretic damping,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Impedance analogy,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Impedance curves,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Impedance peak,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Instantaneous compression,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Internal damping,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Kapton former,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Large-signal identification,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Large-signal model,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Le(i),Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Le(x),Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Leakage loss,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Line arrays,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Line stuffing,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Line taper,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Line-array curvature,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Line-source approximation,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Linear excursion,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Loose-particle noise,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Loss tangent,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Loudspeaker impedance,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Lumped nonlinear model,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Lumped-parameter model,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Mass corner,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Mechanical equivalent circuit,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Mechanical excursion,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Mechanical hysteresis,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Mechanical quality factor,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Mechanical resistance,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Mmd,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Mobility analogy,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Motional branch,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Motional impedance,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Moving-coil driver,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Moving-coil loudspeaker operation,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Multitone distortion,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Near-field and far-field transitions,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Nomex former,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Nominal versus actual impedance,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Nonlinear parameter identification,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Nonlinear state-space model,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Parameter trajectory,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Partial vibration,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Passive radiators,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Pattern collapse,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Pattern flip,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Permeability,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Phase plugs,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Piezoelectric driver,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Piston-band operation,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Point-source approximation,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Port air velocity,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Ported enclosures,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Qa,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Ql,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Qp,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Quasi-static measurement,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Radial mode,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Radiation mass,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Resonance frequency,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Resonant impedance peak,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Rest-position offset,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Ribbon driver,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Rub-and-buzz distortion,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Sealed enclosures,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Sensitivity compression,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Sensitivity versus efficiency,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Slow thermal time constant,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Small-signal model,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Sound-power response,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Splay angles,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Steering,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Surface exciter,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
System resonance,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Tapered quarter-wave tube,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Tensile strength,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Thermal capacitance,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Thermal modulation,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Thermal runaway,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Thermal state variable,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Thermal time constant,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Thermal-limited output,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Top plate,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Total quality factor,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Transmission lines,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Transmission-line terminus,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Vertical off-axis response,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Wavefront curvature,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Waveguides,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 5
Working-point shift,Transducer Engineering (Mics & Loudspeakers),Loudspeaker / Transducer Engineering,EXISTING,Batch 4
Acoustic compliance of enclosure,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Acoustic lens,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Acoustic resistance enclosure,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Annular phase plug,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Aperiodic enclosure,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Apparent acoustic center,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Backplate vent,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Baffle diffraction,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Balloon plot,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Bessel alignment,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Bi-radial horn,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Bipole enclosure,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Box compliance,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Box loss,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Box tuning frequency,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Broadside subwoofer array,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Butterworth alignment,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
C4 alignment,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Cardioid radiation,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Chebyshev alignment,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Circumferential phase plug,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Closed-box Q,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Closed-box resonance,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Compression chamber,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Compression ratio,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Conical horn,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Constant directivity,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Constant-beamwidth transducer,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Coverage balloon,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Crossover lobing,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Diffraction horn,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
Dipole enclosure,Transducer Engineering (Mics & Loudspeakers),"Loudspeaker Enclosures, Horns & Radiation",NEW,Batch 4
